our_price,competitor_price,rpi,price_gap,days_since_last_purchase,user_loyalty,purchased
110.46,235.57,0.469,-125.1,2,4,1
106.94,168.6,0.634,-61.66,12,4,1
148.78,406.06,0.366,-257.29,1,7,1
27.98,33.78,0.828,-5.81,13,4,0
24.58,26.9,0.914,-2.33,11,5,1
111.41,295.96,0.376,-184.55,14,2,1
90.97,223.06,0.408,-132.08,31,2,1
48.38,81.79,0.592,-33.41,26,10,1
21.12,13.79,1.531,7.33,55,5,0
21.99,19.37,1.135,2.62,52,10,1
135.19,280.08,0.483,-144.9,20,10,1
36.86,49.38,0.746,-12.52,43,2,1
55.27,141.41,0.391,-86.14,28,6,1
41.73,119.56,0.349,-77.82,18,6,1
59.7,147.77,0.404,-88.07,1,8,1
19.72,26.02,0.758,-6.3,1,1,1
82.67,200.84,0.412,-118.17,25,7,1
19.47,24.31,0.801,-4.84,9,7,1
122.05,91.68,1.331,30.37,23,9,0
42.72,16.67,2.563,26.05,5,4,0
85.6,114.83,0.745,-29.23,7,7,1
133.21,364.95,0.365,-231.74,16,6,1
101.12,95.59,1.058,5.54,34,4,0
84.61,72.56,1.166,12.05,1,10,1
55.41,161.71,0.343,-106.3,27,8,1
56.62,20.81,2.721,35.81,22,3,0
103.73,251.19,0.413,-147.46,5,8,1
149.18,174.2,0.856,-25.02,6,5,1
102.66,41.19,2.492,61.47,1,4,0
88.09,244.72,0.36,-156.63,1,3,1
112.29,76.02,1.477,36.27,9,10,0
75.13,134.47,0.559,-59.34,1,7,1
18.42,19.16,0.962,-0.74,3,7,1
88.72,42.23,2.101,46.49,26,6,0
144.07,62.64,2.3,81.43,11,3,0
34.54,21.14,1.634,13.4,14,9,0
106.6,52.52,2.03,54.08,2,2,0
38.13,89.74,0.425,-51.61,24,3,1
85.02,136.96,0.621,-51.95,28,1,1
23.53,28.85,0.816,-5.31,10,7,1
73.05,104.43,0.699,-31.38,34,2,0
115.86,325.36,0.356,-209.5,26,10,1
58.66,161.84,0.362,-103.18,18,8,1
103.09,230.13,0.448,-127.04,18,9,1
121.36,326.3,0.372,-204.94,1,2,1
139.8,162.6,0.86,-22.8,4,6,1
42.85,56.95,0.752,-14.1,1,1,0
65.9,128.98,0.511,-63.07,1,8,1
31.34,62.17,0.504,-30.83,2,5,1
148.95,238.4,0.625,-89.46,29,9,1
139.78,193.14,0.724,-53.36,3,3,1
85.59,253.59,0.338,-167.99,49,2,1
127.88,321.89,0.397,-194.01,12,7,1
82.93,122.28,0.678,-39.35,3,7,1
97.3,220.26,0.442,-122.96,9,10,1
22.48,23.1,0.973,-0.63,3,5,1
115.74,66.02,1.753,49.71,57,7,0
27.88,34.89,0.799,-7.01,26,6,1
125.65,174.4,0.72,-48.76,1,9,1
119.48,41.18,2.901,78.3,41,3,0
109.22,273.05,0.4,-163.83,17,4,1
15.06,19.13,0.788,-4.06,1,9,1
52.44,97.91,0.536,-45.47,15,10,1
46.84,23.4,2.001,23.43,14,8,0
60.42,46.67,1.295,13.75,3,10,1
22.27,60.18,0.37,-37.91,19,6,0
141.17,274.37,0.515,-133.19,1,3,1
87.53,250.85,0.349,-163.31,9,9,1
52.77,158.14,0.334,-105.37,1,9,1
65.58,85.51,0.767,-19.94,48,6,1
72.61,80.36,0.904,-7.75,19,2,0
94.08,246.27,0.382,-152.19,2,7,1
82.2,246.28,0.334,-164.08,5,9,1
138.71,277.43,0.5,-138.72,2,9,1
79.57,194.71,0.409,-115.14,20,3,1
148.9,358.96,0.415,-210.06,1,2,1
129.2,162.72,0.794,-33.52,25,5,1
39.19,72.52,0.54,-33.33,39,10,1
140.28,357.62,0.392,-217.33,15,7,1
26.29,56.73,0.463,-30.44,3,3,1
124.44,44.44,2.8,80.0,6,4,0
63.29,76.52,0.827,-13.23,9,10,1
132.92,91.72,1.449,41.19,12,2,0
131.53,122.19,1.076,9.34,15,10,1
122.83,337.15,0.364,-214.32,11,2,1
120.6,48.19,2.502,72.41,6,7,0
52.66,47.05,1.119,5.61,31,2,0
21.33,24.23,0.88,-2.9,1,1,0
66.42,130.55,0.509,-64.13,8,4,1
34.29,59.74,0.574,-25.45,20,6,1
107.29,95.42,1.124,11.87,1,10,1
58.45,43.46,1.345,15.0,17,10,0
146.59,137.7,1.065,8.89,23,4,0
99.74,165.25,0.604,-65.51,15,1,1
125.15,129.17,0.969,-4.03,1,1,0
28.55,81.62,0.35,-53.07,2,9,1
130.68,202.88,0.644,-72.19,5,1,1
139.19,63.85,2.18,75.33,3,7,0
78.19,177.41,0.441,-99.22,46,7,1
94.88,112.7,0.842,-17.83,14,1,0
117.07,241.69,0.484,-124.62,4,1,1
34.48,36.37,0.948,-1.89,37,6,0
80.36,147.94,0.543,-67.58,18,8,1
65.81,156.95,0.419,-91.14,4,7,1
30.49,85.55,0.356,-55.06,6,6,1
61.45,61.76,0.995,-0.31,3,10,1
19.54,23.53,0.83,-3.99,49,3,0
13.61,21.15,0.644,-7.54,10,7,1
28.92,81.08,0.357,-52.16,31,6,1
144.84,395.94,0.366,-251.11,5,8,1
86.93,47.18,1.843,39.76,27,4,0
145.22,95.29,1.524,49.92,1,9,0
70.55,115.55,0.611,-45.0,56,1,0
53.65,31.54,1.701,22.11,34,7,0
80.86,99.71,0.811,-18.85,6,9,1
71.53,50.12,1.427,21.41,20,10,0
24.79,50.02,0.496,-25.22,19,1,1
99.72,285.55,0.349,-185.83,32,10,1
40.25,120.38,0.334,-80.14,5,3,1
96.74,127.04,0.762,-30.29,8,7,1
101.03,193.7,0.522,-92.68,28,9,1
31.28,81.71,0.383,-50.43,21,1,1
18.59,11.47,1.62,7.12,6,6,0
119.31,257.92,0.463,-138.61,26,2,1
74.37,104.41,0.712,-30.04,1,5,1
18.14,15.54,1.167,2.6,21,7,0
149.28,207.12,0.721,-57.84,3,7,1
18.09,9.14,1.98,8.95,4,10,0
107.3,233.67,0.459,-126.36,9,7,1
147.72,145.12,1.018,2.6,8,4,0
43.49,49.61,0.877,-6.12,10,6,1
29.91,18.75,1.595,11.16,11,10,0
26.99,71.12,0.38,-44.12,5,6,1
52.46,85.63,0.613,-33.17,2,7,1
24.15,44.55,0.542,-20.4,20,9,1
106.9,196.43,0.544,-89.53,7,6,1
18.72,26.37,0.71,-7.64,9,10,1
81.32,66.67,1.22,14.65,14,1,0
149.54,345.71,0.433,-196.17,33,8,1
123.96,79.71,1.555,44.25,17,2,0
96.13,55.8,1.723,40.33,1,3,0
52.88,117.25,0.451,-64.37,25,5,1
97.35,84.09,1.158,13.25,63,6,0
83.79,94.53,0.886,-10.75,8,7,1
69.65,110.27,0.632,-40.61,48,4,0
28.3,42.82,0.661,-14.52,11,3,1
134.12,296.84,0.452,-162.72,8,9,1
72.97,144.72,0.504,-71.75,5,4,1
37.25,75.98,0.49,-38.73,15,9,1
61.49,136.99,0.449,-75.5,3,9,1
67.98,74.1,0.917,-6.12,1,3,1
125.86,147.29,0.854,-21.43,1,3,0
112.71,167.1,0.674,-54.39,4,8,1
117.7,133.02,0.885,-15.32,7,1,0
11.54,34.16,0.338,-22.62,11,6,1
68.26,170.51,0.4,-102.25,4,6,1
77.39,57.62,1.343,19.77,57,9,0
12.69,4.0,3.174,8.69,4,2,0
46.37,19.27,2.407,27.1,8,8,0
116.44,111.66,1.043,4.78,1,7,1
29.2,17.77,1.643,11.43,4,2,0
84.94,147.8,0.575,-62.86,1,1,1
40.13,105.0,0.382,-64.87,11,4,1
11.7,26.78,0.437,-15.08,19,2,1
43.77,38.61,1.134,5.16,3,3,0
146.62,202.06,0.726,-55.44,6,2,0
122.22,204.26,0.598,-82.04,1,9,1
144.34,359.06,0.402,-214.71,25,4,1
78.3,200.89,0.39,-122.59,21,1,1
25.36,69.91,0.363,-44.54,1,8,1
86.71,145.24,0.597,-58.53,6,4,1
73.61,160.07,0.46,-86.46,43,10,1
128.21,77.16,1.662,51.05,6,8,0
23.73,43.34,0.548,-19.61,10,8,1
78.35,76.12,1.029,2.24,6,9,1
31.01,45.44,0.682,-14.44,12,10,1
55.45,111.57,0.497,-56.12,53,7,1
113.23,112.53,1.006,0.7,83,4,0
76.64,33.79,2.268,42.85,20,2,0
62.62,20.52,3.052,42.11,7,6,0
65.23,23.47,2.779,41.76,9,4,0
74.32,23.97,3.1,50.35,6,6,0
119.9,71.7,1.672,48.21,59,8,0
134.89,127.69,1.056,7.2,17,3,0
143.75,128.98,1.114,14.76,8,1,0
120.17,356.22,0.337,-236.05,1,5,1
54.16,60.99,0.888,-6.84,10,3,0
106.34,68.49,1.553,37.85,57,6,0
71.26,126.35,0.564,-55.09,10,3,1
45.65,119.45,0.382,-73.8,2,1,1
127.72,272.15,0.469,-144.42,1,9,1
15.38,16.91,0.91,-1.53,6,5,0
136.25,247.47,0.551,-111.23,35,2,1
74.61,166.38,0.448,-91.77,79,2,1
99.21,224.79,0.441,-125.59,40,9,1
102.31,214.81,0.476,-112.51,18,1,1
135.32,358.75,0.377,-223.43,11,10,1
99.13,262.63,0.377,-163.5,12,3,0
95.95,178.77,0.537,-82.82,10,10,1
19.33,28.24,0.685,-8.9,17,7,1
82.58,167.82,0.492,-85.24,7,1,1
31.02,77.84,0.399,-46.82,15,2,1
113.24,35.7,3.172,77.54,1,6,0
81.71,243.37,0.336,-161.66,4,9,1
105.23,83.53,1.26,21.7,25,9,0
15.83,24.85,0.637,-9.02,32,8,1
21.87,58.06,0.377,-36.18,10,3,1
110.29,100.1,1.102,10.19,1,2,0
20.09,31.89,0.63,-11.8,36,1,1
19.98,13.14,1.52,6.83,16,9,0
11.7,15.98,0.732,-4.29,7,5,1
143.91,112.0,1.285,31.91,12,3,0
113.25,145.16,0.78,-31.91,7,10,1
59.46,77.79,0.764,-18.33,8,10,1
51.51,153.6,0.335,-102.08,30,5,1
58.96,176.05,0.335,-117.09,2,3,1
118.45,72.25,1.64,46.21,1,9,0
102.59,231.87,0.442,-129.28,1,1,1
35.93,15.8,2.274,20.13,5,1,0
34.38,13.11,2.621,21.26,2,3,0
23.78,13.89,1.711,9.88,3,6,0
102.44,297.78,0.344,-195.34,1,2,1
117.01,332.35,0.352,-215.34,3,1,1
47.11,38.8,1.214,8.31,5,8,1
12.93,9.52,1.358,3.41,1,10,0
21.5,20.42,1.053,1.09,13,9,1
145.5,246.18,0.591,-100.68,11,10,1
51.36,94.41,0.544,-43.05,1,1,1
117.69,105.72,1.113,11.97,12,3,0
97.45,228.32,0.427,-130.87,90,5,1
63.47,72.09,0.88,-8.62,40,7,1
38.8,108.23,0.358,-69.44,1,10,1
26.99,55.96,0.482,-28.97,22,4,1
96.1,142.05,0.677,-45.95,6,6,1
118.45,288.16,0.411,-169.71,1,1,1
100.15,251.2,0.399,-151.06,4,4,1
84.24,91.34,0.922,-7.1,5,8,1
15.87,19.32,0.822,-3.45,10,5,1
145.59,411.59,0.354,-266.0,15,8,1
121.82,90.73,1.343,31.09,19,1,0
51.0,21.1,2.417,29.89,3,10,0
147.2,224.61,0.655,-77.42,5,9,1
94.26,232.2,0.406,-137.93,5,4,1
91.54,218.18,0.42,-126.64,6,9,1
114.73,319.26,0.359,-204.53,90,8,1
123.65,215.1,0.575,-91.46,21,8,1
101.91,58.1,1.754,43.8,51,2,0
27.93,52.78,0.529,-24.85,16,3,1
57.36,137.75,0.416,-80.4,7,10,1
139.93,77.24,1.812,62.69,6,9,0
41.45,31.76,1.305,9.69,9,3,0
62.1,20.69,3.001,41.41,7,8,0
70.49,134.13,0.526,-63.64,24,5,1
71.52,192.68,0.371,-121.16,8,7,1
95.81,202.24,0.474,-106.43,4,4,1
142.03,419.2,0.339,-277.17,20,8,1
43.7,20.55,2.127,23.15,26,4,0
27.01,73.96,0.365,-46.95,7,5,1
37.65,94.04,0.4,-56.39,15,1,1
134.17,154.09,0.871,-19.92,1,10,1
100.41,294.06,0.341,-193.65,10,8,1
50.03,53.9,0.928,-3.87,1,7,1
124.23,335.57,0.37,-211.33,1,5,1
130.59,349.73,0.373,-219.14,13,6,1
128.51,301.45,0.426,-172.94,5,1,1
138.65,252.53,0.549,-113.88,18,8,1
45.31,28.28,1.603,17.04,31,9,0
115.71,200.9,0.576,-85.2,2,5,1
74.48,94.09,0.792,-19.61,18,10,1
127.88,311.9,0.41,-184.02,10,7,1
111.99,262.83,0.426,-150.84,1,10,1
118.7,327.46,0.362,-208.76,14,4,1
101.86,34.64,2.941,67.23,13,6,0
34.84,86.56,0.402,-51.72,10,2,1
86.3,244.57,0.353,-158.27,36,4,1
147.85,359.45,0.411,-211.6,10,5,1
141.23,92.02,1.535,49.22,65,9,0
16.04,8.33,1.925,7.71,9,9,0
33.07,11.78,2.807,21.29,1,8,0
28.44,56.82,0.501,-28.37,8,4,1
111.64,223.29,0.5,-111.65,2,6,1
124.49,369.07,0.337,-244.58,12,7,1
39.89,54.84,0.727,-14.95,16,1,1
80.82,96.67,0.836,-15.85,8,1,1
127.7,253.6,0.504,-125.9,1,4,1
112.59,284.76,0.395,-172.17,8,3,1
85.91,243.07,0.353,-157.16,1,10,1
92.65,228.7,0.405,-136.05,16,4,1
81.17,117.86,0.689,-36.69,21,9,1
51.66,104.05,0.496,-52.39,45,2,1
89.1,232.74,0.383,-143.63,2,4,1
106.44,172.93,0.616,-66.49,10,7,1
132.27,117.06,1.13,15.2,11,2,0
99.08,75.13,1.319,23.95,35,8,0
116.56,35.02,3.329,81.54,13,10,0
32.41,72.57,0.447,-40.16,2,4,1
74.62,44.77,1.667,29.85,8,9,0
11.31,10.84,1.043,0.47,14,1,0
44.54,49.18,0.906,-4.64,16,7,1
111.7,202.52,0.552,-90.82,27,1,1
148.85,204.6,0.728,-55.74,2,10,1
23.88,50.67,0.471,-26.79,42,9,1
66.21,29.81,2.221,36.4,1,10,0
122.01,77.43,1.576,44.58,57,10,0
38.56,63.55,0.607,-24.99,27,1,1
87.71,106.11,0.827,-18.4,15,3,1
112.63,123.75,0.91,-11.12,18,7,1
96.24,46.29,2.079,49.95,1,1,0
36.32,98.74,0.368,-62.42,1,5,1
59.75,129.54,0.461,-69.79,1,6,0
119.73,75.24,1.591,44.5,1,3,0
87.59,41.66,2.103,45.93,11,6,0
10.73,31.47,0.341,-20.74,3,4,1
116.54,249.3,0.467,-132.76,27,6,1
14.94,21.33,0.701,-6.38,8,6,1
114.4,251.08,0.456,-136.67,16,4,1
38.35,89.81,0.427,-51.47,14,1,1
144.13,346.76,0.416,-202.63,5,3,1
61.51,97.82,0.629,-36.31,3,10,1
55.77,81.46,0.685,-25.69,5,7,1
30.84,10.17,3.032,20.67,22,2,0
52.78,147.89,0.357,-95.1,12,4,1
132.73,256.03,0.518,-123.3,4,6,1
149.49,126.84,1.179,22.64,23,5,0
61.56,171.33,0.359,-109.76,1,6,1
72.81,201.69,0.361,-128.89,16,5,1
111.09,330.03,0.337,-218.94,8,9,1
134.07,356.61,0.376,-222.55,18,2,1
93.03,278.52,0.334,-185.5,36,4,1
64.81,62.26,1.041,2.55,19,1,0
67.77,174.44,0.388,-106.67,8,7,1
107.39,270.85,0.396,-163.46,2,1,1
10.45,9.65,1.083,0.8,22,6,0
96.74,54.74,1.767,42.01,8,10,0
59.77,175.99,0.34,-116.22,1,10,1
121.19,133.22,0.91,-12.03,17,9,1
23.02,61.03,0.377,-38.01,4,2,1
92.35,28.73,3.214,63.61,1,1,0
77.34,27.59,2.803,49.75,32,10,0
99.93,155.67,0.642,-55.74,9,3,1
19.08,18.02,1.059,1.06,4,6,1
91.2,197.22,0.462,-106.02,17,7,1
88.61,161.89,0.547,-73.28,30,8,1
88.49,45.06,1.964,43.43,1,4,0
94.49,69.84,1.353,24.65,16,8,0
104.71,141.12,0.742,-36.41,20,7,1
122.7,98.3,1.248,24.4,3,8,0
47.77,116.52,0.41,-68.75,9,5,1
125.51,178.65,0.703,-53.14,1,10,1
79.76,44.05,1.811,35.71,19,7,0
20.79,33.42,0.622,-12.63,26,4,1
18.2,9.92,1.834,8.27,1,1,0
56.79,36.81,1.543,19.98,23,3,0
119.89,113.53,1.056,6.36,20,10,1
109.08,285.86,0.382,-176.78,5,9,1
120.41,336.71,0.358,-216.3,16,4,1
82.42,208.59,0.395,-126.17,1,5,1
71.63,86.1,0.832,-14.47,37,3,0
30.64,31.73,0.966,-1.09,11,6,1
55.95,99.74,0.561,-43.79,13,4,1
70.76,159.15,0.445,-88.38,15,5,1
22.4,66.81,0.335,-44.41,11,7,1
40.89,26.79,1.526,14.1,27,7,0
93.75,40.6,2.309,53.15,13,9,0
112.99,245.73,0.46,-132.74,33,2,1
149.77,381.46,0.393,-231.69,12,4,1
140.64,363.56,0.387,-222.93,2,8,1
99.96,213.1,0.469,-113.14,34,4,1
68.97,198.36,0.348,-129.39,16,3,1
99.06,166.4,0.595,-67.34,16,10,1
119.99,332.05,0.361,-212.06,59,6,1
26.57,77.39,0.343,-50.83,1,3,1
67.39,174.35,0.386,-106.96,7,2,1
127.57,144.97,0.88,-17.39,3,9,1
63.74,52.89,1.205,10.85,13,3,0
90.06,160.3,0.562,-70.24,23,1,1
92.29,140.57,0.657,-48.28,47,9,1
35.83,95.66,0.375,-59.83,8,5,1
60.71,34.61,1.754,26.1,21,7,0
56.83,56.6,1.004,0.23,34,2,0
13.67,31.84,0.429,-18.18,16,1,1
13.39,7.45,1.797,5.94,3,6,0
126.44,147.43,0.858,-21.0,13,5,1
48.23,64.88,0.743,-16.65,49,10,1
82.53,163.49,0.505,-80.96,61,6,1
51.82,37.67,1.376,14.15,14,2,0
141.7,371.76,0.381,-230.06,30,7,1
46.3,69.84,0.663,-23.54,3,1,1
70.15,194.74,0.36,-124.59,3,8,1
132.18,206.63,0.64,-74.45,42,7,1
127.87,133.32,0.959,-5.45,2,7,1
36.05,24.62,1.464,11.43,2,6,0
122.37,37.95,3.225,84.42,7,10,0
74.15,128.78,0.576,-54.63,12,5,1
77.62,45.74,1.697,31.87,12,9,0
28.69,38.95,0.737,-10.26,4,3,1
21.28,40.25,0.529,-18.96,35,9,1
111.91,116.87,0.958,-4.96,34,5,1
79.5,61.47,1.293,18.04,6,8,0
71.16,170.19,0.418,-99.04,7,3,1
112.13,320.28,0.35,-208.15,16,7,1
117.17,66.93,1.751,50.24,15,10,0
32.25,23.22,1.389,9.03,6,4,0
95.43,275.99,0.346,-180.56,7,5,1
28.95,11.64,2.487,17.31,5,4,0
115.19,338.62,0.34,-223.43,3,9,1
101.97,31.87,3.2,70.1,8,7,0
143.93,382.69,0.376,-238.76,16,6,1
19.65,22.2,0.885,-2.55,18,6,1
17.99,50.98,0.353,-32.99,21,10,1
49.51,57.22,0.865,-7.71,6,7,1
46.64,96.38,0.484,-49.75,20,5,1
44.58,23.01,1.938,21.57,1,10,0
136.88,130.62,1.048,6.26,9,3,1
44.94,107.35,0.419,-62.41,22,3,1
48.07,83.04,0.579,-34.97,13,7,1
116.32,326.33,0.356,-210.01,8,10,1
72.96,106.35,0.686,-33.39,14,1,0
118.74,314.48,0.378,-195.74,33,4,1
19.15,28.96,0.661,-9.81,11,10,1
78.26,230.4,0.34,-152.14,22,8,1
14.71,42.52,0.346,-27.82,55,4,1
18.77,22.31,0.841,-3.54,17,1,0
136.9,368.54,0.371,-231.64,11,5,1
29.49,76.35,0.386,-46.85,1,1,1
84.54,73.45,1.151,11.09,6,9,1
67.55,134.13,0.504,-66.58,11,8,1
58.63,29.09,2.015,29.53,22,7,0
135.98,347.98,0.391,-212.0,8,5,1
13.06,10.07,1.297,2.99,45,4,0
102.93,50.56,2.036,52.37,4,7,0
144.88,200.01,0.724,-55.14,19,3,1
88.42,164.26,0.538,-75.84,7,8,1
141.16,368.17,0.383,-227.02,9,5,1
17.32,50.74,0.341,-33.43,22,5,1
68.63,102.03,0.673,-33.4,4,1,1
46.42,21.5,2.159,24.92,1,10,0
112.31,260.86,0.431,-148.55,10,8,1
147.38,269.11,0.548,-121.73,10,7,1
45.91,69.3,0.663,-23.38,22,1,1
101.58,115.3,0.881,-13.72,48,4,1
37.73,62.5,0.604,-24.77,1,4,1
89.15,108.26,0.823,-19.12,12,9,1
74.95,175.68,0.427,-100.73,16,10,1
146.08,258.35,0.565,-112.26,59,2,1
95.19,253.93,0.375,-158.73,40,4,1
58.93,104.16,0.566,-45.23,17,10,1
25.97,24.5,1.06,1.47,10,3,0
31.17,80.99,0.385,-49.82,2,10,1
41.54,74.97,0.554,-33.42,6,5,1
45.14,38.75,1.165,6.39,12,7,0
129.09,256.04,0.504,-126.95,18,5,1
88.57,112.12,0.79,-23.55,14,5,1
83.27,214.84,0.388,-131.57,17,4,1
26.07,39.72,0.656,-13.66,7,9,1
130.42,294.93,0.442,-164.51,18,6,1
111.19,62.04,1.792,49.15,2,10,0
19.47,26.66,0.73,-7.19,2,6,1
109.1,322.35,0.338,-213.26,2,6,1
86.1,213.76,0.403,-127.67,31,6,1
21.44,15.69,1.366,5.75,1,1,0
74.16,77.87,0.952,-3.71,22,6,1
77.86,92.69,0.84,-14.83,3,4,1
33.21,68.28,0.486,-35.07,8,2,1
142.4,333.76,0.427,-191.37,34,6,1
129.0,299.75,0.43,-170.76,12,1,1
103.66,173.81,0.596,-70.14,3,1,1
74.72,186.0,0.402,-111.28,4,5,1
67.65,100.13,0.676,-32.48,35,6,1
101.14,64.17,1.576,36.97,7,2,0
86.36,157.52,0.548,-71.16,12,10,1
18.72,53.74,0.348,-35.03,8,8,1
81.75,199.56,0.41,-117.81,6,4,1
122.9,228.89,0.537,-106.0,3,4,1
74.29,152.03,0.489,-77.74,16,10,1
17.27,48.58,0.356,-31.31,17,5,1
120.08,174.9,0.687,-54.82,4,10,1
38.19,45.63,0.837,-7.44,21,4,0
46.21,135.78,0.34,-89.57,26,5,1
33.06,86.99,0.38,-53.93,35,10,1
56.23,65.91,0.853,-9.68,2,3,1
115.95,179.97,0.644,-64.03,5,8,1
82.71,117.51,0.704,-34.8,27,6,1
38.68,27.18,1.423,11.51,3,8,0
132.9,383.55,0.346,-250.66,1,5,1
133.14,185.29,0.719,-52.14,28,7,1
131.88,351.25,0.375,-219.37,5,10,1
43.43,35.23,1.233,8.2,7,7,0
73.17,130.19,0.562,-57.02,8,6,1
147.9,53.94,2.742,93.96,26,10,0
118.08,279.07,0.423,-160.99,5,4,1
13.8,25.79,0.535,-11.99,31,6,1
19.13,38.05,0.503,-18.92,13,9,1
74.95,32.95,2.275,42.0,10,4,0
137.29,119.42,1.15,17.87,5,6,1
85.42,42.77,1.997,42.65,3,6,0
79.69,86.07,0.926,-6.38,13,3,0
24.77,49.39,0.501,-24.62,8,4,1
101.95,186.43,0.547,-84.49,33,3,1
125.09,244.28,0.512,-119.19,9,3,1
63.26,112.79,0.561,-49.53,10,10,1
118.59,122.99,0.964,-4.41,7,4,0
145.03,139.25,1.041,5.78,21,4,1
38.53,25.82,1.492,12.71,7,6,0
83.27,215.87,0.386,-132.6,4,4,1
50.2,98.62,0.509,-48.42,27,6,1
121.0,97.23,1.244,23.77,12,2,0
90.86,70.73,1.285,20.13,12,4,0
98.84,262.64,0.376,-163.8,13,2,1
121.71,280.58,0.434,-158.87,17,8,1
65.44,136.13,0.481,-70.7,5,9,1
138.11,193.16,0.715,-55.04,1,7,1
84.62,85.24,0.993,-0.62,23,6,0
32.11,94.56,0.34,-62.45,1,8,1
107.43,263.47,0.408,-156.04,17,4,1
121.06,134.95,0.897,-13.9,1,10,1
54.35,140.67,0.386,-86.33,6,2,1
130.01,305.4,0.426,-175.39,1,4,1
136.86,150.84,0.907,-13.98,10,5,0
48.77,70.79,0.689,-22.03,14,9,1
147.69,118.46,1.247,29.23,2,5,0
29.7,17.82,1.667,11.88,6,9,0
38.28,86.19,0.444,-47.91,37,9,1
35.79,36.59,0.978,-0.8,8,8,1
135.16,339.81,0.398,-204.65,22,5,1
101.6,303.6,0.335,-202.0,36,2,1
31.29,15.86,1.973,15.43,51,5,0
71.65,113.0,0.634,-41.35,32,1,1
96.14,237.04,0.406,-140.9,5,8,1
21.68,52.7,0.411,-31.01,45,2,1
133.54,314.08,0.425,-180.54,23,7,1
122.5,152.19,0.805,-29.68,25,2,0
80.73,123.14,0.656,-42.42,1,5,1
145.4,277.19,0.525,-131.79,43,10,1
68.49,200.64,0.341,-132.15,21,7,1
147.78,175.02,0.844,-27.25,20,6,1
103.51,289.05,0.358,-185.54,1,5,1
98.85,101.55,0.973,-2.7,3,6,1
33.23,98.72,0.337,-65.49,45,2,1
133.47,281.58,0.474,-148.11,9,10,1
69.85,108.37,0.645,-38.52,7,1,1
32.71,63.99,0.511,-31.28,25,1,1
11.77,12.19,0.965,-0.42,1,8,1
88.37,91.92,0.961,-3.56,7,3,0
83.84,50.85,1.649,32.98,6,3,0
110.71,67.3,1.645,43.41,6,9,0
134.64,166.78,0.807,-32.14,5,6,1
21.12,49.83,0.424,-28.71,3,4,1
112.41,218.25,0.515,-105.84,2,4,1
36.24,20.91,1.733,15.33,14,7,0
130.14,338.51,0.384,-208.37,35,6,1
124.67,239.82,0.52,-115.16,9,2,1
85.71,248.07,0.346,-162.36,4,9,1
109.43,230.85,0.474,-121.42,2,2,1
54.01,41.75,1.294,12.26,24,8,0
75.96,119.96,0.633,-44.0,49,4,0
125.03,256.43,0.488,-131.4,6,10,1
74.3,27.96,2.657,46.34,4,1,0
60.09,20.45,2.939,39.65,12,1,0
79.19,51.42,1.54,27.76,20,9,0
125.95,123.37,1.021,2.58,8,4,1
56.93,83.1,0.685,-26.18,13,1,1
34.33,55.47,0.619,-21.15,17,3,1
109.68,73.78,1.487,35.9,45,3,0
125.64,266.12,0.472,-140.48,2,7,1
24.09,46.0,0.524,-21.91,83,6,1
43.58,47.73,0.913,-4.14,6,8,1
29.88,10.06,2.968,19.81,17,7,0
58.71,29.92,1.962,28.79,11,1,0
73.05,99.17,0.737,-26.12,9,3,1
114.84,82.19,1.397,32.64,16,9,0
101.16,133.27,0.759,-32.11,7,4,1
96.93,193.48,0.501,-96.55,1,3,1
59.33,105.47,0.563,-46.13,9,5,1
127.8,118.11,1.082,9.69,10,8,1
75.98,93.33,0.814,-17.35,3,1,0
147.07,287.96,0.511,-140.88,38,2,1
98.78,259.23,0.381,-160.45,3,7,1
27.68,64.59,0.429,-36.91,7,1,1
104.66,187.79,0.557,-83.12,2,5,1
55.51,70.96,0.782,-15.44,10,10,1
106.09,136.39,0.778,-30.3,5,8,1
19.75,52.82,0.374,-33.07,9,6,1
34.48,14.0,2.463,20.48,3,3,0
129.8,385.2,0.337,-255.39,1,7,1
41.81,87.53,0.478,-45.73,21,3,1
127.19,272.06,0.467,-144.87,14,5,1
49.1,19.77,2.484,29.33,5,7,0
100.0,193.5,0.517,-93.5,1,2,1
107.18,172.44,0.622,-65.26,28,10,1
81.77,47.89,1.708,33.89,2,4,0
52.74,55.4,0.952,-2.66,37,2,0
39.77,107.53,0.37,-67.76,9,7,1
14.65,26.14,0.56,-11.5,5,3,1
52.55,74.43,0.706,-21.87,18,9,1
101.44,50.34,2.015,51.1,29,6,0
141.36,314.97,0.449,-173.61,6,1,1
131.97,290.03,0.455,-158.06,7,10,1
117.25,229.56,0.511,-112.31,7,8,1
120.38,201.97,0.596,-81.58,35,7,1
103.1,151.68,0.68,-48.58,16,1,0
46.44,88.32,0.526,-41.88,3,3,1
137.01,127.44,1.075,9.57,2,3,0
103.9,295.23,0.352,-191.33,3,3,1
88.46,167.17,0.529,-78.71,4,7,1
25.54,29.12,0.877,-3.58,3,6,0
72.59,109.91,0.66,-37.32,15,2,1
74.45,184.29,0.404,-109.84,1,5,1
131.04,96.49,1.358,34.55,6,6,0
86.53,94.38,0.917,-7.84,13,2,1
63.26,135.03,0.468,-71.77,4,1,1
146.75,169.03,0.868,-22.28,1,4,1
25.5,62.22,0.41,-36.72,1,4,1
69.16,45.11,1.533,24.05,1,4,0
